Processor,Brand,Ram_GB,Rom_GB,Battery_Capacity,Display_Quality,Android,Version,Price
Snapdragon,iQOO,4,64,5000,LCD,1,12,12999
MediaTek,POCO,4,128,5000,LCD,1,13,9999
Snapdragon,Xiaomi,4,64,6000,LCD,1,11,9999
MediaTek,OPPO,4,64,5000,LCD,1,12,9599
MediaTek,OPPO,8,128,4350,AMOLED,1,11,27100
MediaTek,realme,4,128,5000,LCD,1,13,11999
Snapdragon,OnePlus,16,256,5500,LCD,1,14,42999
Snapdragon,POCO,6,64,6000,LCD,1,10,8999
MediaTek,iQOO,8,256,5500,AMOLED,1,14,20998
MediaTek,realme,8,256,5000,LCD,1,14,15949
Snapdragon,OnePlus,16,512,5400,LCD,1,14,58728
Snapdragon,POCO,6,128,5000,AMOLED,1,12,16990
MediaTek,realme,4,128,5000,LCD,1,13,12999
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
MediaTek,realme,6,128,6000,LCD,1,15,13399
Snapdragon,realme,12,512,6000,LCD,1,15,36000
MediaTek,realme,8,128,6000,LCD,1,15,13998
MediaTek,Xiaomi,4,64,5000,LCD,1,11,14499
Snapdragon,iQOO,12,256,7000,AMOLED,1,15,35998
Snapdragon,iQOO,8,256,7000,AMOLED,1,15,33998
Snapdragon,Xiaomi,4,64,5000,AMOLED,1,9,9490
Snapdragon,realme,8,256,5200,AMOLED,1,14,23999
MediaTek,OPPO,4,128,5000,LCD,1,13,11690
Snapdragon,POCO,12,256,5000,AMOLED,1,13,21990
Snapdragon,OPPO,8,128,4500,AMOLED,1,12,16999
MediaTek,realme,4,64,5000,LCD,1,11,9950
MediaTek,OPPO,4,64,5000,LCD,1,12,10600
MediaTek,realme,12,256,5000,LCD,1,14,16999
Snapdragon,OnePlus,8,256,5500,LCD,1,14,40999
Snapdragon,realme,6,128,5000,AMOLED,1,12,20990
MediaTek,Xiaomi,4,64,5000,LCD,1,12,9999
Snapdragon,realme,8,256,5200,LCD,1,14,23999
MediaTek,realme,4,128,6000,LCD,1,15,11130
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,POCO,8,128,4500,AMOLED,1,12,17990
Snapdragon,realme,8,256,6000,LCD,1,15,31999
MediaTek,Xiaomi,8,128,5160,AMOLED,1,11,18990
MediaTek,OPPO,8,128,6000,LCD,1,15,16999
Snapdragon,OPPO,8,128,5000,AMOLED,1,13,16750
MediaTek,realme,3,32,6000,LCD,1,10,7899
MediaTek,OPPO,3,64,5000,LCD,1,12,8280
MediaTek,Xiaomi,2,16,5000,LCD,1,8,5999
Snapdragon,POCO,8,128,5160,LCD,1,11,12390
MediaTek,OPPO,4,64,5000,LCD,1,13,10990
Snapdragon,POCO,12,512,5000,AMOLED,1,14,28990
Snapdragon,realme,12,256,5000,AMOLED,1,12,29499
Snapdragon,iQOO,8,128,4350,AMOLED,1,12,42990
MediaTek,Xiaomi,12,512,5000,AMOLED,1,13,28999
MediaTek,POCO,4,64,5000,LCD,1,12,8990
MediaTek,Xiaomi,8,128,5110,AMOLED,1,14,17999
MediaTek,OPPO,12,512,5800,AMOLED,1,15,54999
Snapdragon,realme,8,256,5000,LCD,1,14,18399
MediaTek,realme,4,64,5000,LCD,1,11,17960
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
MediaTek,realme,8,128,6000,LCD,1,15,13760
MediaTek,realme,8,128,4500,AMOLED,1,10,29999
MediaTek,OPPO,8,256,5100,LCD,1,14,16450
Snapdragon,OPPO,8,128,5000,LCD,1,11,13999
Snapdragon,OPPO,8,256,6500,AMOLED,1,15,25998
Snapdragon,realme,12,256,5500,AMOLED,1,14,28999
MediaTek,realme,12,256,6000,AMOLED,1,15,26999
MediaTek,POCO,4,64,5000,LCD,1,12,12499
Snapdragon,Xiaomi,4,128,5160,LCD,1,14,10498
MediaTek,Xiaomi,12,256,5000,AMOLED,1,13,17499
Snapdragon,realme,12,512,5200,AMOLED,1,14,26999
MediaTek,POCO,4,64,5000,LCD,1,12,12999
MediaTek,realme,4,64,5000,LCD,1,11,9999
MediaTek,Xiaomi,8,256,5000,AMOLED,1,13,16999
Snapdragon,Xiaomi,4,64,5000,LCD,1,8,8380
Snapdragon,Xiaomi,6,64,5000,AMOLED,1,13,13450
Snapdragon,Xiaomi,2,16,5000,LCD,1,9,6200
Snapdragon,Xiaomi,8,128,4520,AMOLED,1,11,33499
MediaTek,realme,12,256,4500,AMOLED,1,12,27990
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
MediaTek,POCO,3,32,5000,LCD,1,10,6490
MediaTek,OPPO,8,256,6000,AMOLED,1,15,29998
Snapdragon,Xiaomi,6,128,5000,LCD,1,10,19499
MediaTek,OPPO,8,256,5600,AMOLED,1,15,37999
MediaTek,POCO,4,64,5000,LCD,1,13,8499
MediaTek,realme,8,256,5000,AMOLED,1,12,22790
Snapdragon,Xiaomi,6,128,4250,AMOLED,1,11,21899
MediaTek,OPPO,8,256,5100,LCD,1,14,17999
MediaTek,realme,8,256,5000,AMOLED,1,14,15999
MediaTek,OPPO,6,128,5000,LCD,1,13,12990
MediaTek,realme,12,512,7000,AMOLED,1,15,41998
Snapdragon,iQOO,12,256,5160,AMOLED,1,14,35999
Snapdragon,Xiaomi,8,256,5000,LCD,1,13,14499
MediaTek,POCO,6,128,5000,LCD,1,12,8299
MediaTek,Xiaomi,4,64,5000,LCD,1,12,7999
Snapdragon,OPPO,4,128,5100,LCD,1,14,9999
Snapdragon,POCO,6,128,5000,AMOLED,1,11,15990
MediaTek,realme,2,32,5000,LCD,1,10,6900
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
MediaTek,realme,6,128,5000,LCD,1,11,17999
MediaTek,realme,12,256,7000,AMOLED,1,15,42998
MediaTek,realme,12,512,7000,AMOLED,1,15,46998
MediaTek,OnePlus,16,256,5000,AMOLED,1,13,37399
MediaTek,realme,4,64,5000,LCD,1,12,14999
MediaTek,realme,8,256,6000,LCD,1,15,21498
MediaTek,realme,4,64,5000,LCD,1,12,15499
MediaTek,POCO,6,64,5000,LCD,1,10,11290
MediaTek,realme,12,256,6000,LCD,1,15,23498
Snapdragon,Xiaomi,8,128,6000,LCD,1,11,12600
Snapdragon,Xiaomi,4,64,5000,LCD,1,8,12490
Snapdragon,OnePlus,12,256,4500,AMOLED,1,11,27292
Snapdragon,Xiaomi,6,128,5000,LCD,1,10,9935
Snapdragon,realme,8,128,4200,AMOLED,1,10,22990
Snapdragon,Xiaomi,8,256,5000,AMOLED,1,12,16999
Snapdragon,POCO,8,256,5000,AMOLED,1,12,23990
MediaTek,OPPO,4,128,5100,LCD,1,14,12499
Snapdragon,Xiaomi,6,64,5000,AMOLED,1,9,22999
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
Snapdragon,realme,8,256,5000,AMOLED,1,14,20999
Snapdragon,Xiaomi,12,256,5000,AMOLED,1,11,25990
Snapdragon,Xiaomi,8,128,4250,AMOLED,1,11,13999
MediaTek,realme,8,128,5000,AMOLED,1,12,18999
Snapdragon,POCO,8,128,5000,AMOLED,1,11,15990
Snapdragon,POCO,6,128,5000,LCD,1,13,12700
Snapdragon,Xiaomi,3,32,5000,LCD,1,7,7799
Snapdragon,Xiaomi,6,128,5000,AMOLED,1,12,14999
Snapdragon,Xiaomi,2,32,5000,LCD,1,9,6850
Snapdragon,realme,8,128,5000,LCD,1,13,20499
Snapdragon,POCO,12,512,5100,AMOLED,1,13,24999
MediaTek,POCO,8,128,5000,LCD,1,11,14999
Snapdragon,Xiaomi,3,32,5000,LCD,1,9,7999
Snapdragon,Xiaomi,6,64,5000,LCD,1,8,15295
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,Xiaomi,6,128,5000,LCD,1,10,10999
Snapdragon,realme,8,256,4200,LCD,1,10,30049
MediaTek,Xiaomi,2,32,5000,LCD,1,8,6399
Snapdragon,Xiaomi,3,32,5000,LCD,1,6,7290
Snapdragon,Xiaomi,6,128,5000,LCD,1,13,12494
MediaTek,Xiaomi,3,32,5000,LCD,1,11,6799
Snapdragon,Xiaomi,1,16,5000,LCD,1,8,5699
MediaTek,POCO,6,128,5000,LCD,1,14,8499
Snapdragon,Xiaomi,6,128,5020,AMOLED,1,11,19999
Snapdragon,realme,8,128,5000,AMOLED,1,12,16999
Snapdragon,realme,12,256,6000,LCD,1,15,34999
MediaTek,POCO,8,256,5000,LCD,1,13,10990
MediaTek,OPPO,4,128,5000,LCD,1,12,10740
MediaTek,realme,8,128,5000,AMOLED,1,14,14999
MediaTek,realme,6,128,5000,LCD,1,14,10999
Snapdragon,iQOO,8,128,4700,AMOLED,1,12,24999
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
MediaTek,realme,12,256,5000,AMOLED,1,13,27999
Snapdragon,Xiaomi,6,128,5000,LCD,1,9,10699
MediaTek,Xiaomi,2,32,5000,LCD,1,12,6999
MediaTek,realme,12,256,4500,AMOLED,1,11,24999
Snapdragon,realme,12,256,4200,LCD,1,10,34999
MediaTek,realme,8,256,5000,AMOLED,1,13,24999
MediaTek,realme,8,256,6000,LCD,1,15,25999
MediaTek,realme,8,256,5000,LCD,1,14,24999
Snapdragon,Xiaomi,6,128,6000,LCD,1,11,10200
Snapdragon,Xiaomi,8,128,4250,AMOLED,1,11,28999
MediaTek,Xiaomi,12,256,4980,AMOLED,1,12,29999
Snapdragon,Xiaomi,3,32,5000,LCD,1,9,8099
MediaTek,OPPO,6,128,5000,LCD,1,13,16390
MediaTek,Xiaomi,6,128,5000,LCD,1,13,8399
MediaTek,Xiaomi,8,256,5000,LCD,1,13,13990
Snapdragon,realme,8,256,5000,AMOLED,1,12,26490
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,Xiaomi,4,128,5000,LCD,1,10,10999
Snapdragon,POCO,12,256,5100,AMOLED,1,13,23999
MediaTek,POCO,6,128,5000,AMOLED,1,11,13990
MediaTek,POCO,4,64,5000,LCD,1,13,9990
MediaTek,OPPO,4,64,5000,LCD,1,8,11990
MediaTek,Xiaomi,4,64,6000,LCD,1,11,12990
MediaTek,Xiaomi,6,128,5000,AMOLED,1,11,11350
Snapdragon,Xiaomi,4,64,5000,LCD,1,9,9299
MediaTek,Xiaomi,6,128,5000,LCD,1,13,12499
Snapdragon,Xiaomi,6,64,5000,LCD,1,9,11990
Snapdragon,Xiaomi,4,64,5000,LCD,1,9,7299
MediaTek,Xiaomi,6,128,5000,LCD,1,13,11999
Snapdragon,Xiaomi,8,128,5000,AMOLED,1,11,22999
MediaTek,Xiaomi,6,128,5000,AMOLED,1,11,16499
Snapdragon,Xiaomi,6,128,5000,AMOLED,1,9,11999
MediaTek,realme,6,64,4300,LCD,1,10,14999
Snapdragon,iQOO,6,128,5000,LCD,1,12,12990
MediaTek,POCO,6,128,5000,LCD,1,13,8999
MediaTek,POCO,4,64,5000,LCD,1,10,6900
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,Xiaomi,8,128,5000,LCD,1,10,22990
MediaTek,Xiaomi,3,32,5000,LCD,1,10,10999
Snapdragon,realme,8,128,5000,LCD,1,11,17999
Snapdragon,realme,8,128,4300,AMOLED,1,11,24990
MediaTek,realme,8,128,5000,LCD,1,14,17999
Snapdragon,realme,8,128,4200,LCD,1,10,29999
MediaTek,Xiaomi,6,128,5000,LCD,1,11,11999
MediaTek,realme,8,128,5000,LCD,1,14,15999
MediaTek,realme,6,128,5000,LCD,1,14,12499
MediaTek,POCO,6,128,5000,LCD,1,12,10999
MediaTek,Xiaomi,8,128,5000,LCD,1,11,16999
MediaTek,Xiaomi,6,128,5000,LCD,1,9,11990
MediaTek,Xiaomi,8,128,5000,AMOLED,1,11,20999
Snapdragon,realme,8,128,5000,AMOLED,1,12,31999
MediaTek,realme,8,128,5000,LCD,1,14,12999
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,Xiaomi,4,64,5000,LCD,1,10,11997
MediaTek,Xiaomi,2,32,5000,LCD,1,10,6400
Snapdragon,Xiaomi,4,64,5000,LCD,1,7,8949
MediaTek,realme,8,128,5000,LCD,1,13,13499
MediaTek,realme,8,128,5000,LCD,1,14,13499
MediaTek,realme,6,128,5000,LCD,1,14,12499
MediaTek,realme,6,128,5000,LCD,1,13,14959
MediaTek,POCO,6,128,5000,LCD,1,12,10990
MediaTek,POCO,4,64,5000,LCD,1,10,7890
MediaTek,Xiaomi,6,128,5000,LCD,1,11,17999
Snapdragon,Xiaomi,3,32,5000,LCD,1,9,6999
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,realme,4,64,5000,LCD,1,10,9999
Snapdragon,realme,12,256,5000,AMOLED,1,14,22999
MediaTek,realme,8,256,5000,AMOLED,1,14,21999
MediaTek,POCO,6,128,5000,LCD,1,13,9499
MediaTek,POCO,6,128,5000,LCD,1,13,10999
Snapdragon,POCO,4,128,5000,LCD,1,13,11999
MediaTek,POCO,8,128,5000,AMOLED,1,11,21999
MediaTek,Xiaomi,8,128,5000,AMOLED,1,11,17990
MediaTek,Xiaomi,6,128,5000,LCD,1,11,9950
Snapdragon,realme,8,256,5000,AMOLED,1,14,26999
MediaTek,realme,8,128,5000,AMOLED,1,11,14999
MediaTek,realme,6,128,5000,AMOLED,1,11,13750
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
MediaTek,Xiaomi,3,32,5000,LCD,1,10,7999
Snapdragon,OnePlus,6,128,4500,AMOLED,1,11,20999
Snapdragon,iQOO,8,128,5500,AMOLED,1,14,22999
Snapdragon,OnePlus,8,128,5000,LCD,1,13,14340
Snapdragon,iQOO,8,256,5160,AMOLED,1,14,33999
Snapdragon,OnePlus,8,128,4115,AMOLED,1,10,24790
MediaTek,iQOO,8,128,5000,AMOLED,1,14,17249
MediaTek,OPPO,6,128,5100,LCD,1,14,13999
MediaTek,OnePlus,8,128,4500,AMOLED,1,12,24499
Snapdragon,realme,8,128,5000,LCD,1,14,15999
MediaTek,OPPO,8,256,5000,AMOLED,1,13,27800
MediaTek,OnePlus,6,128,4500,AMOLED,1,11,25999
Snapdragon,realme,8,128,5000,AMOLED,1,12,21999
MediaTek,realme,4,64,5000,LCD,1,14,10499
Snapdragon,OnePlus,8,128,4500,AMOLED,1,11,24999
MediaTek,realme,6,128,5000,AMOLED,1,14,13750
MediaTek,OnePlus,6,128,4500,AMOLED,1,11,18990
Snapdragon,POCO,8,256,5000,AMOLED,1,13,19990
MediaTek,iQOO,8,128,4600,AMOLED,1,13,20550
Snapdragon,iQOO,8,128,4700,AMOLED,1,12,27999
MediaTek,OPPO,8,128,4500,AMOLED,1,12,26999
MediaTek,realme,12,1,5000,AMOLED,1,13,23488
MediaTek,Xiaomi,3,32,5000,LCD,1,8,3000
MediaTek,OPPO,12,256,4500,AMOLED,1,12,25999
Snapdragon,Xiaomi,4,64,5000,AMOLED,1,11,10159
Snapdragon,iQOO,6,128,4500,AMOLED,1,13,14918
Snapdragon,Xiaomi,4,64,5000,LCD,1,10,8490
MediaTek,realme,6,128,5000,AMOLED,1,13,24999
Snapdragon,Xiaomi,6,64,5020,AMOLED,1,11,17638
Snapdragon,Xiaomi,16,512,5000,AMOLED,1,14,99999
Snapdragon,OnePlus,8,128,4500,AMOLED,1,11,29991
Snapdragon,POCO,6,64,5000,LCD,1,8,21999
MediaTek,iQOO,8,128,5000,AMOLED,1,13,27899
MediaTek,OPPO,8,128,4310,AMOLED,1,11,16990
Snapdragon,Xiaomi,6,64,5020,LCD,1,10,14990
Snapdragon,POCO,6,128,5000,AMOLED,1,12,17349
MediaTek,realme,6,64,5000,LCD,1,10,17999
MediaTek,Xiaomi,4,128,5000,LCD,1,10,3500
Snapdragon,POCO,6,128,4500,AMOLED,1,12,15730
Snapdragon,Xiaomi,6,128,5000,AMOLED,1,9,20699
Snapdragon,OnePlus,8,128,4510,AMOLED,1,10,39990
Snapdragon,POCO,6,64,5000,AMOLED,1,11,18999
MediaTek,realme,8,128,5000,AMOLED,1,13,14123
Snapdragon,OnePlus,8,128,4800,AMOLED,1,12,33990
Snapdragon,OnePlus,8,128,3800,AMOLED,1,10,29990
Snapdragon,OnePlus,6,128,4000,AMOLED,1,9,41799
MediaTek,Xiaomi,4,64,5020,LCD,1,10,9896
Snapdragon,OnePlus,16,256,5000,AMOLED,1,13,18000
MediaTek,realme,6,128,5000,LCD,1,13,14999
Snapdragon,POCO,4,64,5000,LCD,1,10,13999
Snapdragon,OnePlus,6,128,4300,AMOLED,1,10,33000
MediaTek,OnePlus,8,128,4500,AMOLED,1,11,15599
MediaTek,OPPO,4,64,5000,LCD,1,8,22990
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
Snapdragon,realme,4,64,5000,LCD,1,11,11999
Snapdragon,OnePlus,8,128,4500,AMOLED,1,11,34999
Snapdragon,POCO,6,64,6000,LCD,1,10,15999
Snapdragon,Xiaomi,12,256,5100,AMOLED,1,13,22499
Snapdragon,iQOO,8,128,4400,AMOLED,1,11,22990
Snapdragon,Xiaomi,6,128,4250,AMOLED,1,11,19990
Snapdragon,POCO,6,128,5160,LCD,1,11,18999
Snapdragon,OnePlus,16,512,4805,AMOLED,1,13,125000
Snapdragon,OPPO,8,128,4500,AMOLED,1,12,22798
MediaTek,realme,8,128,4500,AMOLED,1,11,23999
Snapdragon,iQOO,4,128,5000,LCD,1,12,13990
Snapdragon,iQOO,8,128,4500,AMOLED,1,12,30990
MediaTek,realme,4,64,5000,AMOLED,1,12,9999
Snapdragon,realme,6,128,5000,LCD,1,12,18809
Snapdragon,iQOO,6,128,4400,LCD,1,11,22990
Snapdragon,realme,6,128,4500,AMOLED,1,10,16140
Snapdragon,OnePlus,6,128,3700,AMOLED,1,9,29990
Snapdragon,realme,6,128,5000,LCD,1,11,15999
Snapdragon,OnePlus,6,128,3700,AMOLED,1,9,30999
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
Snapdragon,OPPO,6,128,5000,LCD,1,11,13490
Snapdragon,OPPO,6,128,5000,AMOLED,1,11,20990
Snapdragon,OPPO,8,128,4500,AMOLED,1,12,17999
Snapdragon,iQOO,8,128,5000,LCD,1,11,29990
Snapdragon,realme,6,128,4500,AMOLED,1,11,17999
Snapdragon,realme,4,64,5000,AMOLED,1,9,16999
Snapdragon,POCO,6,64,4500,LCD,1,10,14999
Snapdragon,realme,4,64,5000,LCD,1,9,15999
MediaTek,realme,8,128,5000,AMOLED,1,13,21225
MediaTek,realme,4,128,5000,LCD,1,11,16499
MediaTek,realme,2,32,5000,LCD,1,10,7499
MediaTek,Xiaomi,4,64,6000,LCD,1,11,8821
MediaTek,realme,6,64,5000,LCD,1,10,13499
Snapdragon,realme,8,128,5000,AMOLED,1,12,24999
MediaTek,realme,6,128,5000,AMOLED,1,12,19490
Snapdragon,realme,8,128,5000,AMOLED,1,11,22999
MediaTek,Xiaomi,3,64,5000,LCD,1,8,3000
Snapdragon,OnePlus,12,256,5000,AMOLED,1,12,39710
MediaTek,realme,4,64,6000,LCD,1,11,11499
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
Snapdragon,realme,12,256,5000,LCD,1,14,17998
MediaTek,POCO,6,128,5065,AMOLED,1,11,26999
MediaTek,iQOO,6,128,4500,AMOLED,1,13,21999
MediaTek,Xiaomi,6,64,5000,AMOLED,1,11,9499
Snapdragon,OnePlus,12,256,5000,AMOLED,1,13,23749
Snapdragon,iQOO,8,256,5500,AMOLED,1,14,24927
MediaTek,Xiaomi,4,64,5000,LCD,1,10,3500
MediaTek,Xiaomi,4,64,5020,LCD,1,10,11999
MediaTek,realme,4,64,6000,LCD,1,10,12999
MediaTek,realme,6,128,4310,AMOLED,1,10,21999
Snapdragon,Xiaomi,8,128,5000,LCD,1,10,29999
MediaTek,realme,4,64,4300,LCD,1,10,13000
MediaTek,Xiaomi,4,64,5000,LCD,1,12,7499
Snapdragon,OPPO,6,128,5000,LCD,1,11,20999
MediaTek,OPPO,8,256,4300,AMOLED,1,13,44414
Snapdragon,OPPO,8,128,5000,LCD,1,12,13999
Snapdragon,POCO,12,256,4500,AMOLED,1,12,33999
Snapdragon,realme,4,64,5000,AMOLED,1,9,15999
Snapdragon,realme,6,64,4300,LCD,1,10,16999
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
Snapdragon,realme,3,32,5000,LCD,1,9,8540
Snapdragon,iQOO,6,128,4700,AMOLED,1,12,19999
MediaTek,realme,4,64,5000,LCD,1,11,10499
Snapdragon,Xiaomi,3,32,5000,LCD,1,9,7109
MediaTek,Xiaomi,6,128,4500,AMOLED,1,11,20999
MediaTek,POCO,4,64,5000,LCD,1,11,14499
Snapdragon,Xiaomi,8,128,4780,AMOLED,1,10,54999
Snapdragon,iQOO,8,128,4440,AMOLED,1,10,23999
MediaTek,iQOO,8,256,5000,AMOLED,1,14,17458
Snapdragon,OnePlus,8,256,4085,AMOLED,1,10,33999
MediaTek,OPPO,16,512,5630,LCD,1,15,79999
Snapdragon,OPPO,4,128,5000,LCD,1,9,16845
Snapdragon,realme,4,64,5000,LCD,1,9,14999
MediaTek,OPPO,4,64,5000,LCD,1,11,12990
Snapdragon,OnePlus,16,256,5000,AMOLED,1,13,41840
Snapdragon,Xiaomi,3,32,5000,LCD,1,8,7000
MediaTek,POCO,8,256,5000,LCD,1,13,9999
MediaTek,realme,3,32,5000,LCD,1,9,8999
Snapdragon,Xiaomi,4,64,5000,LCD,1,6,7200
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
MediaTek,realme,8,128,5000,AMOLED,1,14,14446
MediaTek,OPPO,12,512,5600,AMOLED,1,15,37999
Snapdragon,iQOO,8,128,4500,AMOLED,1,13,15799
Snapdragon,OnePlus,16,1,4805,AMOLED,1,14,149998
MediaTek,realme,6,128,5000,LCD,1,12,15011
MediaTek,realme,2,16,5000,LCD,1,9,6999
Snapdragon,OnePlus,12,256,4115,AMOLED,1,10,21999
Snapdragon,realme,4,64,5000,LCD,1,10,11849
Snapdragon,iQOO,8,128,6000,LCD,1,14,14999
MediaTek,OPPO,8,256,5000,AMOLED,1,14,24999
MediaTek,realme,6,64,4500,LCD,1,10,10990
MediaTek,OnePlus,12,256,4500,AMOLED,1,12,29198
Snapdragon,realme,4,64,5000,LCD,1,9,9590
MediaTek,realme,4,64,5000,LCD,1,13,9188
Snapdragon,realme,4,128,5000,AMOLED,1,9,17999
Snapdragon,iQOO,8,128,4700,AMOLED,1,12,44999
MediaTek,realme,3,32,6000,LCD,1,10,10999
MediaTek,realme,8,128,5000,AMOLED,1,12,12999
MediaTek,OnePlus,8,128,7100,AMOLED,1,15,22999
MediaTek,realme,4,64,5000,LCD,1,11,14999
MediaTek,OnePlus,12,256,5000,AMOLED,1,12,28999
Snapdragon,Xiaomi,8,128,5020,AMOLED,1,11,21299
Snapdragon,realme,8,128,4000,AMOLED,1,9,19899
Snapdragon,realme,4,64,5000,LCD,1,8,13990
Snapdragon,Xiaomi,4,64,5000,LCD,1,7,10999
Snapdragon,OnePlus,12,256,4500,AMOLED,1,11,47999
Snapdragon,iQOO,8,128,4400,LCD,1,11,24990
MediaTek,iQOO,6,128,5000,LCD,1,14,10645
Snapdragon,iQOO,12,256,4700,AMOLED,1,12,52990
MediaTek,POCO,3,32,5000,LCD,1,10,3000
Snapdragon,Xiaomi,3,32,5000,LCD,1,5,7999
Snapdragon,POCO,8,256,5000,LCD,1,13,14999
Snapdragon,OnePlus,12,256,4085,AMOLED,1,10,44990
MediaTek,OPPO,6,128,5000,LCD,1,9,13989
MediaTek,OPPO,3,32,4230,LCD,1,11,8999
MediaTek,realme,3,32,6000,LCD,1,10,9999
Snapdragon,Xiaomi,3,32,5000,LCD,1,8,7490
Snapdragon,OnePlus,12,256,4000,AMOLED,1,9,29999
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
Snapdragon,Xiaomi,4,64,5000,LCD,1,9,9590
Snapdragon,Xiaomi,4,64,5000,LCD,1,7,12999
Snapdragon,iQOO,16,256,5000,AMOLED,1,13,59990
Snapdragon,iQOO,4,128,5000,AMOLED,1,12,11999
Snapdragon,OnePlus,8,128,5000,LCD,1,12,17990
Snapdragon,POCO,6,128,5000,LCD,1,8,12999
MediaTek,OPPO,4,64,5000,LCD,1,6,20990
MediaTek,OPPO,4,128,5000,LCD,1,13,9499
Snapdragon,realme,3,32,5000,LCD,1,8,7990
Snapdragon,Xiaomi,6,128,5020,AMOLED,1,11,14999
Snapdragon,realme,12,512,5500,AMOLED,1,14,31785
Snapdragon,Xiaomi,2,32,5000,LCD,1,9,4399
Snapdragon,iQOO,12,256,5500,AMOLED,1,14,27849
Snapdragon,iQOO,12,256,4350,AMOLED,1,12,25990
MediaTek,OPPO,4,128,5000,LCD,1,9,16990
MediaTek,realme,8,256,5000,AMOLED,1,14,17289
MediaTek,realme,8,256,5000,AMOLED,1,13,22000
Snapdragon,Xiaomi,6,128,5000,LCD,1,7,37999
MediaTek,OPPO,2,16,5000,LCD,1,7,9990
Snapdragon,OnePlus,8,256,6800,AMOLED,1,15,31999
Snapdragon,OnePlus,12,256,4500,AMOLED,1,11,42500
Snapdragon,OnePlus,12,256,4500,AMOLED,1,11,35499
MediaTek,OnePlus,8,128,4500,AMOLED,1,11,18700
Snapdragon,OnePlus,12,256,4510,AMOLED,1,10,59990
